mileage_km,is_automatic,engine_size_l,brand,age_years,price
96767,Yes,,Honda,10,18192.05911
169517,Yes,2,BMW,10,13637.98511
150402,Yes,,Honda,8,12703.96999
145215,Yes,2,Honda,14,10956.59436
108412,Yes,2,nissan,10,13860.86625
145801,Yes,1,nissan,2,17534.47402
91040,Yes,2,nissan,11,14605.31055
108317,Yes,2,,6,19167.14445
163641,No,2,nissan,11,10337.53359
159342,No,3,,9,14133.33016
75814,,2,Ford,0,23307.14192
81501,Yes,2,nissan,10,15337.95842
124892,No,1,nissan,7,15084.80822
197676,No,2,Honda,,13275.76804
33800,Yes,2,BMW,7,21495.64111
132525,Yes,2,BMW,11,14866.9198
58078,No,,nissan,5,21051.15749
91455,No,2,nissan,12,16232.15994
103601,No,2,BMW,3,21933.46675
101077,,2,BMW,9,14799.25999
239948,No,2,Honda,11,22628.9743
120324,No,1,BMW,11,13913.52866
95913,Yes,2,Honda,9,19504.30849
54189,Yes,2,nissan,7,19196.36147
155094,No,1,BMW,6,14903.3321
153879,Yes,2,Honda,4,18961.7029
157943,Yes,1,Ford,6,15021.63493
50667,Yes,2,BMW,5,21975.5751
,Yes,2,Ford,4,18464.62036
150419,Yes,2,Honda,14,11379.56619
73596,Yes,1,Honda,2,20423.05922
120413,Yes,2,Ford,12,13440.47892
114768,Yes,3,nissan,4,21702.90542
202897,Yes,2,BMW,4,14846.46427
206602,No,1,nissan,4,10521.97905
45104,Yes,3,Honda,4,24807.0837
232227,No,1,Ford,11,7159.228087
78815,Yes,1,BMW,10,15894.78288
164130,Yes,2,BMW,7,16929.42546
163672,No,2,Ford,17,8339.008976
75194,No,2,nissan,,18207.675
142197,Yes,1,Honda,8,14992.2973
115161,No,3,BMW,6,20679.23057
144945,No,2,Ford,5,16481.36767
130380,Yes,1,Ford,6,15914.7527
173835,Yes,3,nissan,11,12532.36032
123393,Yes,2,Honda,10,14837.68171
112446,Yes,2,BMW,13,14520.80494
169323,No,2,BMW,,18233.78832
146118,Yes,3,BMW,10,17286.6264
152932,No,2,Ford,9,14217.12122
90094,No,2,BMW,10,16949.30124
72963,No,2,BMW,5,22091.00405
94453,Yes,2,nissan,4,19915.28361
92063,Yes,,Ford,10,17048.6026
155379,Yes,1,nissan,11,10915.49865
163919,No,2,Honda,6,14405.50612
,Yes,,BMW,10,16804.87694
184391,No,2,BMW,12,9736.998951
181581,Yes,1,Ford,7,11860.4347
130953,Yes,2,Honda,3,22298.27064
83015,No,1,Ford,3,20009.81146
,No,2,nissan,6,13725.2865
117254,Yes,2,Honda,6,15459.32622
125677,No,2,Ford,8,16309.93358
104718,Yes,3,BMW,8,20593.7997
,No,2,Ford,7,19008.69892
53911,Yes,2,Ford,10,19788.12451
148479,Yes,2,,5,17924.52168
84747,Yes,1,nissan,12,14900.09758
257679,Yes,2,Ford,11,6468.784095
71127,No,2,BMW,11,16128.97278
63418,Yes,2,Honda,6,22629.10602
142956,Yes,2,Honda,,14226.00417
188819,Yes,1,,11,10382.45582
122907,Yes,2,Ford,7,16039.09406
145751,No,1,Honda,6,13664.37262
37040,Yes,2,Ford,5,22697.50486
89512,No,2,Ford,6,18071.16784
71687,No,3,Honda,4,23547.70446
34723,Yes,3,Honda,18,15739.13086
125264,No,1,BMW,1,18998.26888
19073,Yes,2,BMW,5,24315.76063
60501,Yes,2,Honda,10,17785.48111
95826,Yes,2,BMW,6,17638.64432
82592,Yes,2,nissan,7,19061.89324
137838,Yes,2,BMW,,16033.02517
133751,Yes,3,Honda,12,14321.33481
160221,No,2,nissan,7,14231.10912
153857,Yes,2,Ford,11,13739.72898
171337,No,1,Honda,2,13851.4436
119914,Yes,2,BMW,,19672.29125
133656,No,3,Honda,10,14729.11579
143018,Yes,1,,15,9109.70751
126375,Yes,1,nissan,5,16279.37432
102126,Yes,2,Ford,4,22769.27996
105040,No,2,nissan,9,16204.02596
,No,2,nissan,8,16759.10323
138973,Yes,2,Ford,5,18731.2426
115769,,3,nissan,4,21590.30431
90157,No,1,BMW,6,18167.03201
90199,Yes,3,nissan,10,20668.0039
65532,Yes,3,nissan,7,22026.00621
,No,2,Ford,12,11539.12215
123538,No,1,Ford,8,14830.36406
81174,Yes,2,nissan,10,17559.64506
156385,Yes,2,BMW,9,16238.0855
94780,Yes,1,Ford,7,16051.87754
56707,No,1,Ford,11,14051.85507
165955,Yes,2,Ford,4,18242.86648
95831,Yes,2,BMW,6,19305.55373
101600,Yes,1,BMW,7,18168.93967
121853,No,2,nissan,9,16352.85716
428541,No,2,nissan,10,17726.2693
120902,Yes,2,nissan,5,17023.42661
66040,Yes,1,Ford,5,19848.97843
144474,No,2,Honda,8,16458.17262
98175,Yes,1,Ford,3,18793.7733
204957,Yes,2,Honda,12,8169.546503
119950,No,,nissan,7,13692.36448
19423,Yes,2,BMW,4,24284.61841
136081,Yes,2,nissan,,18866.29506
207507,Yes,2,nissan,9,14094.9382
190916,No,1,Ford,9,9772.372599
202393,No,2,nissan,5,12829.88246
74111,Yes,2,nissan,8,18997.14098
161047,No,3,BMW,4,18885.9228
87510,No,2,BMW,7,18784.82201
130093,No,1,,13,9605.936637
62717,Yes,2,Honda,15,14306.30833
90999,Yes,2,BMW,7,19573.85145
89569,No,2,Ford,10,15161.16425
160435,Yes,2,Ford,9,16001.22972
156032,Yes,1,Ford,2,16324.31635
132457,Yes,2,BMW,4,20741.71366
59231,No,2,BMW,0,27237.56988
105976,Yes,2,nissan,10,15455.68786
86425,Yes,1,BMW,15,12928.12097
159135,No,2,Honda,12,12079.88904
173018,Yes,1,Honda,8,13468.55607
167537,Yes,1,nissan,8,12828.38852
86015,Yes,2,,7,18621.43221
5000,,2,nissan,,19278.38499
,No,2,Ford,9,19066.53626
183973,Yes,3,BMW,,16273.95344
101944,,2,,4,20068.32026
86217,Yes,2,Ford,,18520.59584
193920,Yes,2,BMW,7,14431.25571
176932,Yes,2,BMW,9,15576.74541
121100,Yes,2,Ford,11,13896.74082
106797,Yes,1,Ford,2,19607.36243
114055,Yes,2,Honda,,19883.38671
130222,No,2,nissan,6,16481.11489
192002,Yes,2,Ford,6,16387.89132
139011,No,2,BMW,4,17074.70888
152671,Yes,1,Ford,5,15044.45556
172617,Yes,1,Ford,4,13152.55719
67365,Yes,1,nissan,11,15234.07053
153969,Yes,2,Ford,9,14443.18171
106744,Yes,,Ford,9,18554.60827
6776,Yes,2,Honda,1,28517.56415
24232,Yes,1,Ford,15,16400.30859
74185,No,1,Honda,7,16388.66021
143905,Yes,3,BMW,14,14842.14178
125121,No,1,Ford,11,12697.07769
128297,Yes,3,BMW,7,20897.55701
207792,Yes,3,Honda,15,11010.79368
62891,Yes,3,BMW,10,21525.55282
118765,Yes,2,BMW,7,18121.64695
133700,No,2,Honda,7,14695.06107
86868,No,2,Honda,12,15562.29059
121275,Yes,2,Ford,6,19321.33733
48002,,1,nissan,7,18751.06774
183446,No,1,Honda,,11641.58705
89327,Yes,2,nissan,5,19208.69902
211413,Yes,1,Ford,6,11691.52896
118539,Yes,3,Honda,14,14669.09231
,Yes,1,Ford,12,11618.30442
117601,Yes,2,Ford,9,17042.47208
118617,Yes,,,6,22472.61582
93719,No,3,BMW,6,21362.49269
125361,Yes,2,nissan,7,18100.99042
134310,No,2,nissan,14,11007.99151
84708,No,1,,9,15716.35835
114373,Yes,2,BMW,11,17011.23529
92546,Yes,3,BMW,9,19901.10812
223485,Yes,1,Honda,5,10726.86425
115962,No,3,BMW,8,18380.30027
189535,Yes,1,Honda,4,13888.69036
,No,,BMW,12,15838.64082
,Yes,2,Honda,5,18700.24917
151347,No,3,,6,33448.80122
99882,Yes,2,,11,15481.92673
129474,Yes,1,nissan,6,15048.62044
191370,No,2,nissan,7,12197.88421
129989,No,2,Ford,0,21416.22981
182267,Yes,1,BMW,7,12108.79197
148833,Yes,1,Honda,10,11981.16967
193233,,1,Ford,6,12750.2563
117343,No,1,nissan,10,11895.18137
227560,Yes,2,Ford,8,12671.19844
98157,Yes,1,Honda,12,14433.51492
85509,No,2,Honda,5,21109.12927
65548,Yes,2,BMW,7,20374.35735
562240,Yes,,Ford,3,23192.42763
156875,No,2,nissan,8,14501.56042
104965,No,3,Ford,7,19487.17023
176206,No,,Ford,11,8916.547001
150946,Yes,3,nissan,6,17787.93334
208476,Yes,2,Ford,7,12177.16123
50348,No,2,nissan,6,20927.18298
108059,Yes,3,BMW,8,19569.286
99187,Yes,2,Honda,15,11356.66225
31184,Yes,2,Honda,0,28557.54612
167715,Yes,1,BMW,8,14353.6692
107832,No,2,BMW,12,15493.29462
153283,Yes,1,BMW,6,16689.49961
226190,,2,Honda,10,9907.817042
104104,No,2,Ford,12,15192.3215
101048,No,2,BMW,7,19132.93888
125340,Yes,1,,6,16858.33865
164426,No,2,,11,12760.62588
94498,Yes,1,BMW,10,15119.51611
91607,No,1,Honda,8,13003.74948
167574,,,nissan,10,11859.27423
137039,Yes,2,,11,15502.81793
27987,Yes,2,nissan,8,21255.99089
64857,No,1,Honda,9,16891.5804
187556,Yes,2,Honda,10,12475.60352
138087,Yes,2,Honda,6,16406.96567
,No,2,BMW,12,16098.50763
112332,Yes,1,Honda,4,16328.3125
120596,No,2,Honda,8,16342.67091
153108,Yes,2,BMW,11,13593.61397
,Yes,1,Ford,4,20693.50994
82157,Yes,1,Honda,11,14470.15059
132283,Yes,2,BMW,9,15147.93667
115507,Yes,2,Ford,13,14095.3486
145734,Yes,2,BMW,10,15857.79552
64672,No,1,BMW,7,19815.62533
136071,Yes,1,Ford,9,12921.84293
169121,Yes,2,BMW,9,13539.01177
141907,No,2,Ford,15,10476.61575
126260,Yes,3,BMW,8,19747.73392
115685,No,1,nissan,8,12476.46791
82432,No,2,nissan,7,17880.57792
116760,Yes,2,BMW,9,17163.75309
176687,No,2,BMW,4,17138.86287
114644,No,3,BMW,7,18647.11882
79959,Yes,1,BMW,,20661.2804
97849,No,2,Honda,5,19095.13933
129038,Yes,1,Honda,,12103.11845
,Yes,2,Ford,8,17488.77403
141839,Yes,2,nissan,5,17070.6786
143528,Yes,,nissan,7,15429.06387
160004,No,1,,7,13144.63526
184060,Yes,2,Honda,8,13488.07179
164814,No,3,Ford,3,19335.05165
77959,No,1,Honda,4,18140.44458
79341,No,2,BMW,3,23043.19303
116590,No,2,Ford,5,19420.94984
99697,Yes,2,,5,18278.72622
68775,No,3,BMW,4,22533.52926
100124,No,2,,11,14979.31145
98647,Yes,2,Honda,14,13058.62518
89767,,,Ford,11,13805.99203
105789,Yes,2,nissan,6,18298.25593
173030,Yes,,Ford,9,13742.91856
128966,Yes,2,,8,17730.03269
231231,Yes,1,BMW,6,12440.21633
127673,Yes,1,Ford,13,12039.2565
106947,Yes,2,BMW,15,13189.36257
120186,No,3,BMW,3,20752.38093
131542,,2,BMW,13,13645.9869
139586,No,3,Honda,6,19235.99796
213452,No,2,BMW,7,14140.08805
81961,No,2,BMW,9,19750.62301
158657,No,2,BMW,13,11058.17555
129349,Yes,3,Honda,,16973.61378
49301,No,,Ford,9,21125.93611
154681,Yes,1,BMW,11,11739.56059
177043,Yes,2,BMW,12,13903.43175
81427,Yes,2,Honda,10,17171.81695
119598,Yes,2,Honda,12,14929.85428
42359,No,1,Ford,6,18726.83448
63354,Yes,1,Ford,2,22724.20838
167161,No,2,BMW,14,7369.747303
99011,Yes,1,Ford,4,18741.6298
70104,Yes,2,Honda,6,19797.81733
,Yes,2,Honda,7,15980.31863
96491,Yes,1,Ford,6,18391.7412
98813,No,2,Honda,5,17894.33636
153270,Yes,1,,10,11615.86533
67722,Yes,2,Honda,10,18306.19849
79259,,2,Honda,10,17700.95716
126934,No,1,Honda,10,12003.96965
163623,No,1,BMW,7,13916.7358
175717,No,1,Ford,7,13796.88648
90072,Yes,2,,12,16867.61013
162182,No,2,Ford,6,15526.91689
84714,Yes,2,Ford,6,20126.48432
202179,Yes,2,Honda,11,9977.612348
68980,Yes,2,,8,18168.05971
179782,Yes,2,Honda,6,15878.67121
90458,,2,Honda,6,19566.29757
210596,Yes,1,BMW,12,10160.98837
146609,Yes,2,,10,14932.5334
74279,Yes,2,BMW,9,18286.3413
96499,Yes,3,Honda,4,23676.40891
155153,Yes,2,BMW,9,15595.59213
167369,No,2,Ford,7,14486.87967
116818,No,2,BMW,5,18403.19621
122010,Yes,3,Honda,6,21567.78334
154126,Yes,1,nissan,10,10862.43869
125931,Yes,3,nissan,12,13655.46994
61792,Yes,2,BMW,4,22944.60027
83416,Yes,3,Ford,5,24708.22723
130580,Yes,2,BMW,10,16181.32974
174697,,1,Honda,7,12424.3718
192719,No,2,Ford,10,10438.96016
155079,No,3,BMW,7,17232.64778
132928,No,2,Ford,,13517.3407
153697,No,2,Ford,3,17735.169
89996,No,2,nissan,10,16812.22668
113105,No,2,BMW,1,21852.69357
82914,No,2,nissan,11,13919.95296
63807,No,1,BMW,8,16795.67144
135010,No,3,BMW,10,17550.73601
128348,Yes,1,Honda,9,13025.46732
150944,Yes,2,Ford,2,18818.85377
144575,Yes,2,nissan,13,10510.9686
130919,Yes,2,Ford,9,16559.4899
145048,Yes,1,Ford,11,11687.34958
118079,Yes,1,BMW,5,18334.28303
138580,Yes,2,nissan,9,15504.70434
87324,Yes,1,Honda,3,20534.03499
136637,No,1,Honda,9,11549.58757
150079,Yes,2,Honda,5,17520.29792
89864,Yes,1,BMW,20,8216.514013
122332,Yes,2,nissan,,14017.89921
91938,Yes,2,Ford,13,16097.17647
96307,No,2,nissan,7,16740.30382
69378,No,2,Honda,9,17159.40949
176960,Yes,1,Ford,11,9403.497744
167956,Yes,1,Honda,4,16403.69474
144185,Yes,2,Honda,6,16316.66808
208749,No,1,BMW,11,7455.320365
111484,No,2,Honda,7,17553.66753
256429,No,2,Ford,5,10966.5106
109761,,1,nissan,6,15428.48205
131484,No,1,nissan,4,17239.33725
102100,No,2,,1,24046.0776
136755,No,2,BMW,2,18755.56263
,Yes,2,BMW,8,15691.63164
114874,Yes,2,,10,15453.42339
199952,Yes,3,nissan,17,9182.134299
,Yes,2,Honda,,16019.57999
132172,No,1,nissan,4,15816.32391
79095,Yes,2,Honda,8,16837.56384
138832,,2,Ford,10,13313.36985
,No,2,nissan,12,13631.21909
92629,Yes,1,BMW,11,16170.10736
85059,No,1,,10,14766.78314
240229,No,1,BMW,8,8372.577219
108144,,1,BMW,11,14224.24378
54436,No,1,Honda,4,20293.50723
88580,Yes,2,BMW,1,23105.10051
117679,Yes,1,Ford,15,8863.860983
144600,No,2,BMW,8,16220.88519
144966,Yes,2,Ford,10,15744.39295
150448,Yes,1,BMW,0,19756.90409
90981,No,2,nissan,13,12834.88344
135320,Yes,1,Ford,12,9975.666865
80577,Yes,3,Honda,3,23714.62766
92116,Yes,3,Ford,7,20044.43113
78703,Yes,2,BMW,9,18323.82401
66523,No,,Honda,4,19466.87838
,Yes,1,BMW,10,12051.84126
150988,Yes,2,Ford,12,11557.08601
163950,Yes,2,Ford,9,14071.6842
121769,No,3,Honda,3,20236.33421
154956,Yes,2,nissan,4,19251.70543
40742,Yes,2,BMW,8,23519.60642
158839,No,2,Honda,7,16373.70932
127970,,1,Ford,7,15508.12648
148220,No,1,,7,14912.34627
,Yes,2,nissan,2,20217.18565
75583,Yes,1,Ford,11,15171.57489
52588,Yes,2,BMW,10,18652.90236
87958,,2,Honda,10,17726.00816
,,2,Ford,10,15038.74109
151054,Yes,2,nissan,7,17334.96133
58443,Yes,1,Honda,6,18970.03642
75851,Yes,,nissan,4,23852.16347
87454,No,1,BMW,13,11713.55633
,No,2,Honda,8,16370.48417
58708,Yes,2,Ford,2,23353.548
56008,Yes,2,Honda,8,20581.1159
83017,Yes,1,nissan,1,21806.59008
123881,No,1,Honda,9,14171.98005
66873,Yes,2,Honda,9,18503.00267
114789,,2,BMW,6,18175.83087
167635,No,1,BMW,5,14027.36675
61420,No,2,Honda,10,17655.62288
110710,Yes,1,Ford,8,15218.6407
166114,Yes,2,BMW,1,19107.33043
101178,No,1,Honda,12,12331.7002
94185,No,2,Honda,5,18281.5312
172357,Yes,2,BMW,3,19108.24834
106221,Yes,2,BMW,13,14262.00064
169702,Yes,2,Ford,12,12588.23698
139303,Yes,1,Honda,7,15108.55291
104572,Yes,2,nissan,4,18473.27305
141586,No,3,Ford,5,21476.25603
134420,Yes,2,BMW,6,20069.34801
165940,Yes,2,nissan,12,11814.25931
95324,No,1,BMW,13,12957.85301
121854,Yes,1,Honda,9,14145.30338
117232,Yes,2,Ford,10,16510.48457
151687,No,1,nissan,7,13423.80152
73867,Yes,2,Honda,5,20376.74257
165764,No,3,BMW,3,19081.98365
140985,Yes,2,Ford,9,15570.8656
60738,Yes,1,,11,16600.72024
174372,No,3,BMW,6,19088.93826
220534,Yes,3,Ford,12,12735.39272
165083,Yes,2,Ford,7,16582.71109
184214,Yes,3,Honda,8,14181.08002
123842,Yes,2,BMW,7,17297.04883
45232,Yes,2,Ford,12,19034.65091
37015,No,2,nissan,10,17961.31673
131479,Yes,1,Ford,8,14779.42154
93361,Yes,3,Ford,8,21873.40337
78844,Yes,1,,,18755.64773
117176,Yes,2,Honda,,23394.46713
147701,Yes,2,Ford,6,17445.84887
54626,Yes,2,nissan,7,20967.90501
99801,No,2,BMW,10,15311.72322
187944,Yes,2,BMW,7,16063.76954
71612,Yes,2,Ford,6,20926.25044
159139,No,2,BMW,0,20693.3855
98187,Yes,2,,10,17087.20385
144561,Yes,2,BMW,9,15064.11425
169380,No,1,Honda,11,8018.339077
153358,,3,Ford,,17491.58152
160912,Yes,2,,12,10796.65912
,Yes,2,BMW,6,21586.92235
170115,Yes,1,Honda,8,11683.00815
81629,Yes,1,BMW,9,15189.68872
131679,Yes,2,BMW,10,16996.41365
131621,,2,Honda,9,13196.23708
141831,No,2,BMW,10,15187.43968
135163,No,1,Honda,9,12249.08158
82029,Yes,3,Honda,7,21436.35204
59256,Yes,2,Honda,11,18187.6173
159256,Yes,2,Honda,2,18410.81091
128363,Yes,2,nissan,6,17158.26215
171722,Yes,2,BMW,14,12281.26398
117987,No,,nissan,6,14308.7664
56768,Yes,3,BMW,8,22679.64518
163476,Yes,2,Ford,13,12346.87139
103333,Yes,1,nissan,8,15279.96061
135390,No,1,BMW,5,14652.61852
90864,Yes,2,nissan,12,15288.66861
193994,No,2,Honda,7,13761.67528
80555,No,2,nissan,,18662.25341
104816,Yes,2,BMW,1,23132.9355
124835,No,1,Honda,8,14090.70289
70852,Yes,2,BMW,10,20450.94123
134873,Yes,2,BMW,6,15899.89724
192536,Yes,2,Honda,4,15438.42028
97929,Yes,3,Honda,6,22493.09415
137781,No,2,Honda,6,17398.31095
5000,No,2,Honda,7,24079.75214
118248,Yes,3,Honda,6,22628.27546
105913,Yes,2,Ford,14,13608.27326
83168,Yes,2,Ford,9,16669.57415
168665,Yes,1,Honda,2,19154.68657
105319,No,2,Honda,8,15650.23158
112014,Yes,1,BMW,8,15169.30767
103026,No,2,Ford,12,16144.15029
33743,Yes,1,BMW,7,19997.82914
69061,No,2,,7,21234.44461
163249,Yes,2,BMW,15,9827.753828
25052,Yes,2,Honda,4,25602.7595
85516,No,2,Honda,11,15524.9144
102013,Yes,3,nissan,8,18438.11731
198463,Yes,3,Ford,,17735.31246
154587,,2,nissan,,15309.22175
94927,,1,Honda,13,12318.02983
178703,Yes,2,BMW,10,13124.96972
86677,Yes,1,Ford,10,16062.36054
165409,Yes,1,Ford,11,11104.4917
58851,No,2,,9,19814.64435
168297,No,3,Ford,4,18376.9565
101724,Yes,,BMW,2,22953.06498
73717,Yes,2,nissan,13,15899.57911
110229,Yes,2,Ford,9,15338.74528
132480,Yes,2,BMW,8,17167.01378
97736,No,2,,14,14600.18671
144928,Yes,2,nissan,4,17561.00952
93765,No,1,nissan,0,21440.69436
147917,Yes,1,nissan,2,16913.51354
139900,No,2,nissan,6,17537.42676
117258,Yes,1,Ford,8,15410.71829
100138,Yes,2,Ford,13,15522.54449
126819,No,2,Ford,11,15221.82126
144761,Yes,1,nissan,0,19403.29951
212781,Yes,2,BMW,18,5160.939536
162274,No,2,Honda,7,15943.99675
163920,No,1,BMW,12,10281.38857
258983,Yes,1,nissan,10,7337.670253
143218,No,2,Ford,8,14557.04257
141809,Yes,3,nissan,7,16387.6937
151681,No,3,nissan,4,17886.48122
74597,Yes,2,BMW,3,22630.70167
100024,Yes,1,Honda,7,17608.02793
97222,Yes,2,Ford,3,22354.84999
149143,No,1,Ford,14,8263.930666
112162,No,,BMW,8,16549.67592
126220,Yes,2,Honda,15,11250.14731
168935,Yes,3,Ford,6,17925.59331
158842,Yes,3,Honda,6,17035.81128
112723,Yes,1,Honda,10,14266.58748
89850,No,2,Ford,7,19651.44762
171087,Yes,1,BMW,11,11531.68627
154825,No,2,BMW,13,10779.90835
47718,No,2,BMW,12,18342.86414
,Yes,2,nissan,13,12774.76045
127448,Yes,2,Ford,11,14537.71774
155047,No,2,Honda,,16640.96156
160955,No,3,nissan,12,11371.06622
132776,No,2,Ford,10,14656.58169
146336,Yes,2,Honda,6,15799.86156
122886,Yes,1,nissan,,15895.94684
89677,No,3,Honda,8,20055.80607
108243,Yes,2,BMW,12,16056.91499
120855,No,2,Honda,8,15054.67313
118439,No,2,nissan,8,15657.9285
35149,Yes,2,Honda,7,21712.60098
102113,Yes,2,Honda,7,18680.13011
122529,Yes,2,Honda,4,22067.73418
107338,No,3,Honda,11,15830.73376
108893,Yes,2,BMW,4,21315.17161
141960,Yes,,nissan,8,18753.93552
71447,No,2,BMW,7,21420.46942
46738,No,2,nissan,11,16180.79406
104332,Yes,1,Ford,7,15242.38184
154385,No,2,Honda,4,15691.51576
195940,Yes,3,nissan,11,12515.49964
155196,No,1,Honda,5,14881.51669
53928,No,2,BMW,9,18926.73359
109543,Yes,2,Honda,12,15509.70322
131549,Yes,2,BMW,5,20105.89674
127992,Yes,2,BMW,8,14978.68038
144269,No,1,,6,15995.67011
78733,No,2,nissan,8,17199.59776
122922,Yes,1,nissan,8,15176.84403
138915,No,1,Honda,11,10597.2275
157155,Yes,,Honda,6,18672.15946
83743,No,2,BMW,12,17583.51135
104468,No,3,BMW,14,15896.87
5000,Yes,2,Honda,9,22507.18849
,Yes,2,Honda,5,19284.96099
96401,No,2,Honda,8,15982.8218
74119,No,2,BMW,8,20652.1987
127453,Yes,2,Ford,14,13518.21787
117482,No,1,BMW,8,16735.64221
18335,Yes,1,Honda,13,18426.84111
129698,Yes,2,Ford,8,15465.1636
78225,No,3,Ford,8,19851.77747
141856,Yes,1,Honda,7,12877.29567
62317,No,1,BMW,7,17966.47136
121350,No,2,Ford,,14405.53821
107258,Yes,2,Honda,5,18240.68636
133640,Yes,2,BMW,11,16026.35194
,Yes,,Honda,13,14715.69121
108518,Yes,2,nissan,6,19441.84569
50868,No,1,BMW,12,15171.55775
53526,Yes,,BMW,12,19710.16022
93725,No,2,Honda,11,16240.76187
,Yes,2,Honda,6,19392.23213
92629,Yes,2,nissan,8,17468.48972
148135,No,2,BMW,8,15462.21989
107435,,2,nissan,15,12168.4763
76574,No,1,Ford,8,15456.77019
107486,No,2,BMW,7,19265.90419
130164,No,2,Ford,4,19619.16991
134620,Yes,,Ford,5,15191.83183
204527,Yes,2,BMW,6,14625.45727
89899,No,3,BMW,9,19814.51855
116693,Yes,1,BMW,3,18827.61582
139176,No,2,Honda,6,14732.62981
118946,No,2,BMW,1,21656.9361
97472,Yes,3,BMW,13,17773.28801
50283,No,2,Ford,8,20473.02399
97012,No,1,Honda,9,14059.91868
71683,Yes,2,,4,22119.89997
42303,No,3,BMW,12,22340.5448
84194,No,1,nissan,13,13369.83636
72881,Yes,2,Honda,8,19699.73524
146270,No,2,nissan,6,15813.16373
147049,Yes,1,Ford,10,13364.82791
79325,Yes,3,Ford,11,19172.61298
108290,No,2,Honda,11,12795.65266
36379,No,1,Honda,10,16454.02296
97755,Yes,1,nissan,11,13530.58893
137954,No,2,nissan,6,16085.71025
157122,Yes,1,Ford,,11190.5521
87913,Yes,2,Honda,6,19586.8694
167333,Yes,2,Ford,0,20753.57097
51794,No,1,Honda,6,16943.87936
,Yes,1,Honda,6,19015.72932
151935,Yes,2,Honda,9,15883.41609
195200,No,2,BMW,,11586.51557
142204,Yes,1,nissan,9,13830.71365
118185,Yes,2,Ford,15,12451.35291
21217,Yes,2,BMW,6,23026.63883
28990,No,2,BMW,1,26235.93341
125823,No,2,BMW,9,15748.04613
103887,No,2,Ford,6,19112.1429
70237,Yes,2,BMW,4,22779.17799
122949,Yes,,BMW,7,18510.99116
125181,No,2,BMW,5,18594.74707
,Yes,2,BMW,6,16926.65928
126147,Yes,3,nissan,13,15810.35995
175278,Yes,2,Ford,8,13290.84346
120360,Yes,2,BMW,7,16919.27155
114810,Yes,1,Honda,14,11477.28603
167894,No,1,Honda,7,11178.33608
75970,Yes,2,Ford,4,21308.33215
246650,No,2,Ford,3,14244.97896
136887,Yes,2,Honda,8,17244.59938
137137,No,2,BMW,2,19789.17645
143629,Yes,2,BMW,4,18965.5234
204471,No,2,nissan,7,11280.91216
155663,Yes,1,Ford,12,10843.62812
47772,No,1,BMW,13,17257.72708
183156,Yes,1,BMW,10,11076.15335
104660,Yes,3,Honda,8,18832.70799
124822,No,3,BMW,6,21543.65289
62434,No,1,,9,15986.49217
143679,,2,Ford,14,12373.00634
90688,No,2,BMW,8,16790.6551
124508,No,2,Ford,6,17147.34947
107216,Yes,1,BMW,7,17411.61671
206626,Yes,2,Ford,7,13091.77567
209202,Yes,2,BMW,10,12088.3452
122093,No,2,nissan,5,18449.14593
122879,Yes,1,Honda,9,12850.65194
103195,Yes,1,BMW,10,13952.46962
,Yes,2,BMW,9,15772.9528
105199,Yes,,Honda,4,19222.63855
101040,Yes,2,Honda,7,19060.52882
164037,Yes,1,Ford,6,12805.4644
95777,Yes,,BMW,8,18397.03922
118301,No,1,Ford,6,14888.6049
48841,Yes,2,BMW,12,17934.25234
151689,Yes,2,BMW,9,13841.81635
207339,Yes,2,Ford,2,18441.00025
152455,Yes,,Honda,3,19763.54654
185781,Yes,2,Ford,12,10268.19036
81925,Yes,2,BMW,7,19242.04997
130635,Yes,3,BMW,7,20785.16133
77558,No,3,Honda,12,15413.23058
109751,Yes,2,Ford,7,17409.65921
154750,Yes,2,Honda,4,17642.49554
124582,Yes,2,,4,16816.5159
56431,Yes,2,Ford,10,19620.28611
60824,Yes,1,Ford,15,13201.12312
57848,Yes,1,,11,16556.76135
142115,Yes,1,nissan,7,12906.64241
212875,Yes,2,Ford,7,11312.5821
181311,No,2,Honda,8,13207.83643
34681,Yes,2,BMW,,25888.14103
183948,Yes,2,BMW,8,13707.34173
162138,Yes,2,Ford,10,14461.58473
50462,,1,Honda,14,13950.12826
106356,No,2,nissan,12,11871.87555
169299,Yes,2,Honda,15,10004.30769
144770,Yes,2,Honda,14,10202.0141
,No,2,BMW,,17592.66248
147483,Yes,3,nissan,8,16985.92456
23812,Yes,2,BMW,9,22903.49324
109973,No,1,nissan,2,18589.28939
171208,No,2,BMW,8,12763.53314
120828,Yes,3,BMW,10,18247.26151
97548,No,2,Honda,,17820.79789
160021,Yes,2,BMW,3,18563.06707
163864,No,1,BMW,,10004.55826
178952,Yes,2,Honda,9,12322.37554
159345,No,2,,14,10425.44291
168662,Yes,,BMW,11,12088.06096
152981,Yes,1,Ford,13,10188.83865
131949,Yes,2,Honda,12,11553.04917
124028,No,3,BMW,6,18563.53099
109323,,2,Ford,6,20333.23778
65443,No,2,Honda,7,20263.97701
77011,No,2,nissan,5,19839.66831
107309,Yes,1,Ford,14,10834.73799
130865,No,2,Honda,8,16453.49962
184837,Yes,2,Ford,10,12991.645
118119,No,2,Honda,3,17440.09282
165156,No,2,Honda,11,13088.4783
168569,Yes,2,Ford,7,15047.9924
